Tipo;Produto;Un. Med.;Operação;Est. Anterior;Qtd.;E/S;Est. Final;Usuário;Data e Hora;Observações
Insumo;CEBOLA ROXA;kg;Saída;0,1905;-0,005;Saída;0,1855;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;ORÉGANO;kg;Saída;0,018;-0,001;Saída;0,017;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;CEBOLA;kg;Saída;1,203;-0,01;Saída;1,193;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;PIMENTÃO;kg;Saída;0,232;-0,01;Saída;0,222;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;MOLHO TOMATE;kg;Saída;-4,04;-0,04;Saída;-4,08;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;MASSA PIZZA;kg;Saída;-23,005;-0,26;Saída;-23,265;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;SACO BOBINA;UN;Saída;-61;-1;Saída;-62;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;CAIXA GRANDE;UN;Saída;21,5;-1;Saída;20,5;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;OVO;UN;Saída;-28;-2;Saída;-30;Eduarda;14/10/2023 19:40;Venda de PIZZA PORTUGUESA GRANDE do pedido 65
Insumo;CREAME CHEESE;kg;Saída;1,095;-0,005;Saída;1,09;Eduarda;14/10/2023 18:43;Venda de ROMEU E JULIETA do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,985;-0,02;Saída;-23,005;Eduarda;14/10/2023 18:43;Venda de ROMEU E JULIETA do pedido 64
Insumo;GOIABADA;kg;Saída;-0,055;-0,005;Saída;-0,06;Eduarda;14/10/2023 18:43;Venda de ROMEU E JULIETA do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,965;-0,02;Saída;-22,985;Eduarda;14/10/2023 18:43;Venda de DOCE DE LEITE do pedido 64
Insumo;DOCE DE LEITE;kg;Saída;-0,14;-0,02;Saída;-0,16;Eduarda;14/10/2023 18:43;Venda de DOCE DE LEITE do pedido 64
Insumo;CHOCOLATE AO LEITE;kg;Saída;1,122;-0,048;Saída;1,074;Eduarda;14/10/2023 18:43;Venda de CHOCOLATE AO LEITE do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,885;-0,08;Saída;-22,965;Eduarda;14/10/2023 18:43;Venda de CHOCOLATE AO LEITE do pedido 64
Insumo;CHOCOLATE BRANCO;kg;Saída;0,402;-0,012;Saída;0,39;Eduarda;14/10/2023 18:43;Venda de CHOCOLATE BRANCO do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,865;-0,02;Saída;-22,885;Eduarda;14/10/2023 18:43;Venda de CHOCOLATE BRANCO do pedido 64
Produto;COCA-COLA ZERO 2L;UN;Saída;-3;-1;Saída;-4;Eduarda;14/10/2023 18:43;Venda de COCA-COLA ZERO 2L do pedido 64
Insumo;MUSSARELA;kg;Saída;5,561;-0,09;Saída;5,471;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,618;-0,1;Saída;1,518;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;CEBOLA ROXA;kg;Saída;0,1915;-0,001;Saída;0,1905;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;ORÉGANO;kg;Saída;0,0185;-0,0005;Saída;0,018;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;CEBOLA;kg;Saída;1,206;-0,003;Saída;1,203;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;MOLHO TOMATE;kg;Saída;-4,02;-0,02;Saída;-4,04;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,735;-0,13;Saída;-22,865;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;SACO BOBINA;UN;Saída;-60,5;-0,5;Saída;-61;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;CAIXA GRANDE;UN;Saída;22;-0,5;Saída;21,5;Eduarda;14/10/2023 18:43;Venda de 1/2 CALABRESA  do pedido 64
Insumo;MUSSARELA;kg;Saída;5,651;-0,09;Saída;5,561;Eduarda;14/10/2023 18:43;Venda de 1/2 MUSSARELA do pedido 64
Insumo;ORÉGANO;kg;Saída;0,019;-0,0005;Saída;0,0185;Eduarda;14/10/2023 18:43;Venda de 1/2 MUSSARELA do pedido 64
Insumo;MOLHO TOMATE;kg;Saída;-4;-0,02;Saída;-4,02;Eduarda;14/10/2023 18:43;Venda de 1/2 MUSSARELA do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,605;-0,13;Saída;-22,735;Eduarda;14/10/2023 18:43;Venda de 1/2 MUSSARELA do pedido 64
Insumo;SACO BOBINA;UN;Saída;-60;-0,5;Saída;-60,5;Eduarda;14/10/2023 18:43;Venda de 1/2 MUSSARELA do pedido 64
Insumo;CAIXA GRANDE;UN;Saída;22,5;-0,5;Saída;22;Eduarda;14/10/2023 18:43;Venda de 1/2 MUSSARELA do pedido 64
Insumo;MUSSARELA;kg;Saída;5,831;-0,18;Saída;5,651;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,818;-0,2;Saída;1,618;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;CEBOLA ROXA;kg;Saída;0,1935;-0,002;Saída;0,1915;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;ORÉGANO;kg;Saída;0,02;-0,001;Saída;0,019;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;CEBOLA;kg;Saída;1,212;-0,006;Saída;1,206;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;MOLHO TOMATE;kg;Saída;-3,96;-0,04;Saída;-4;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,345;-0,26;Saída;-22,605;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;SACO BOBINA;UN;Saída;-59;-1;Saída;-60;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;CAIXA GRANDE;UN;Saída;23,5;-1;Saída;22,5;Eduarda;14/10/2023 18:32;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;MUSSARELA;kg;Devolução;5,651;0,18;Entrada;5,831;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;LINGUIÇA CALABRESA;kg;Devolução;1,618;0,2;Entrada;1,818;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;CEBOLA ROXA;kg;Devolução;0,1915;0,002;Entrada;0,1935;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;ORÉGANO;kg;Devolução;0,019;0,001;Entrada;0,02;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;CEBOLA;kg;Devolução;1,206;0,006;Entrada;1,212;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;MOLHO TOMATE;kg;Devolução;-4;0,04;Entrada;-3,96;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;MASSA PIZZA;kg;Devolução;-22,605;0,26;Entrada;-22,345;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;SACO BOBINA;UN;Devolução;-60;1;Entrada;-59;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;CAIXA GRANDE;UN;Devolução;22,5;1;Entrada;23,5;Eduarda;14/10/2023 18:32;Alteração do item: 222
Insumo;MUSSARELA;kg;Saída;5,831;-0,18;Saída;5,651;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,818;-0,2;Saída;1,618;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;CEBOLA ROXA;kg;Saída;0,1935;-0,002;Saída;0,1915;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;ORÉGANO;kg;Saída;0,02;-0,001;Saída;0,019;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;CEBOLA;kg;Saída;1,212;-0,006;Saída;1,206;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;MOLHO TOMATE;kg;Saída;-3,96;-0,04;Saída;-4;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;MASSA PIZZA;kg;Saída;-22,345;-0,26;Saída;-22,605;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;SACO BOBINA;UN;Saída;-59;-1;Saída;-60;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;CAIXA GRANDE;UN;Saída;23,5;-1;Saída;22,5;Eduarda;14/10/2023 18:31;Venda de PIZZA CALABRESA GRANDE do pedido 64
Insumo;MUSSARELA;kg;Saída;5,921;-0,09;Saída;5,831;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;REQUEIJÃO CREMOSO;kg;Saída;3,621;-0,01;Saída;3,611;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;BACON;kg;Saída;3,5;-0,02;Saída;3,48;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;ORÉGANO;kg;Saída;0,0205;-0,0005;Saída;0,02;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;MOLHO TOMATE;kg;Saída;-3,94;-0,02;Saída;-3,96;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;MASSA PIZZA;kg;Saída;-22,215;-0,13;Saída;-22,345;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;SACO BOBINA;UN;Saída;-58,5;-0,5;Saída;-59;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;CAIXA GRANDE;UN;Saída;24;-0,5;Saída;23,5;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;OVO;UN;Saída;-27;-1;Saída;-28;Eduarda;14/10/2023 18:30;Venda de 1/2 BACON C/ OVOS do pedido 63
Insumo;MUSSARELA;kg;Saída;6,011;-0,09;Saída;5,921;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;GORGONZOLA;kg;Saída;-0,019;-0,005;Saída;-0,024;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;ORÉGANO;kg;Saída;0,021;-0,0005;Saída;0,0205;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;MOLHO TOMATE;kg;Saída;-3,91;-0,03;Saída;-3,94;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;MASSA PIZZA;kg;Saída;-22,085;-0,13;Saída;-22,215;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;MISTURA 4 QUEIJOS;kg;Saída;-0,775;-0,03;Saída;-0,805;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;SACO BOBINA;UN;Saída;-58;-0,5;Saída;-58,5;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;CAIXA GRANDE;UN;Saída;24,5;-0,5;Saída;24;Eduarda;14/10/2023 18:30;Venda de 1/2 4 QUEIJOS do pedido 63
Insumo;MUSSARELA;kg;Saída;6,066;-0,055;Saída;6,011;Eduarda;13/10/2023 22:17;Venda de 1/2 CALABRESA  do pedido 62
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,848;-0,03;Saída;1,818;Eduarda;13/10/2023 22:17;Venda de 1/2 CALABRESA  do pedido 62
Insumo;ORÉGANO;kg;Saída;0,0215;-0,0005;Saída;0,021;Eduarda;13/10/2023 22:17;Venda de 1/2 CALABRESA  do pedido 62
Insumo;MOLHO TOMATE;kg;Saída;-3,9;-0,01;Saída;-3,91;Eduarda;13/10/2023 22:17;Venda de 1/2 CALABRESA  do pedido 62
Insumo;MASSA PIZZA;kg;Saída;-22;-0,085;Saída;-22,085;Eduarda;13/10/2023 22:17;Venda de 1/2 CALABRESA  do pedido 62
Insumo;MUSSARELA;kg;Saída;6,246;-0,18;Saída;6,066;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;GORGONZOLA;kg;Saída;-0,009;-0,01;Saída;-0,019;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;ORÉGANO;kg;Saída;0,0225;-0,001;Saída;0,0215;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MOLHO TOMATE;kg;Saída;-3,86;-0,04;Saída;-3,9;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MASSA PIZZA;kg;Saída;-21,74;-0,26;Saída;-22;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MISTURA 4 QUEIJOS;kg;Saída;-0,715;-0,06;Saída;-0,775;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;SACO BOBINA;UN;Saída;-57;-1;Saída;-58;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;CAIXA GRANDE;UN;Saída;25,5;-1;Saída;24,5;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MUSSARELA;kg;Saída;6,426;-0,18;Saída;6,246;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;GORGONZOLA;kg;Saída;0,001;-0,01;Saída;-0,009;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;ORÉGANO;kg;Saída;0,0235;-0,001;Saída;0,0225;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MOLHO TOMATE;kg;Saída;-3,82;-0,04;Saída;-3,86;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MASSA PIZZA;kg;Saída;-21,48;-0,26;Saída;-21,74;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MISTURA 4 QUEIJOS;kg;Saída;-0,655;-0,06;Saída;-0,715;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;SACO BOBINA;UN;Saída;-56;-1;Saída;-57;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;CAIXA GRANDE;UN;Saída;26,5;-1;Saída;25,5;Eduarda;12/10/2023 18:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 61
Insumo;MUSSARELA;kg;Saída;6,606;-0,18;Saída;6,426;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;PEPPERONI;kg;Saída;1,043;-0,05;Saída;0,993;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;ORÉGANO;kg;Saída;0,0245;-0,001;Saída;0,0235;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;MOLHO TOMATE;kg;Saída;-3,78;-0,04;Saída;-3,82;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;MASSA PIZZA;kg;Saída;-21,22;-0,26;Saída;-21,48;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;SACO BOBINA;UN;Saída;-55;-1;Saída;-56;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;CAIXA GRANDE;UN;Saída;27,5;-1;Saída;26,5;Eduarda;12/10/2023 18:45;Venda de PIZZA PEPPERONI  GRANDE do pedido 60
Insumo;MUSSARELA;kg;Saída;6,916;-0,31;Saída;6,606;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;REQUEIJÃO CREMOSO;kg;Saída;3,651;-0,03;Saída;3,621;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;BACON;kg;Saída;3,56;-0,06;Saída;3,5;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;ORÉGANO;kg;Saída;0,0255;-0,001;Saída;0,0245;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;MOLHO TOMATE;kg;Saída;-3,69;-0,09;Saída;-3,78;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;MASSA PIZZA;kg;Saída;-20,78;-0,44;Saída;-21,22;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;SACO BOBINA;UN;Saída;-54;-1;Saída;-55;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;CAIXA GIGANTE;UN;Saída;16,5;-1;Saída;15,5;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;OVO;UN;Saída;-24;-3;Saída;-27;Eduarda;12/10/2023 18:24;Venda de PIZZA BACON C/ OVOS GIGANTE do pedido 59
Insumo;MUSSARELA;kg;Saída;7,226;-0,31;Saída;6,916;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;CREAME CHEESE;kg;Saída;1,215;-0,12;Saída;1,095;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;ORÉGANO;kg;Saída;0,0265;-0,001;Saída;0,0255;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;MOLHO TOMATE;kg;Saída;-3,6;-0,09;Saída;-3,69;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;MASSA PIZZA;kg;Saída;-20,34;-0,44;Saída;-20,78;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;SACO BOBINA;UN;Saída;-53;-1;Saída;-54;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;CAIXA GIGANTE;UN;Saída;17,5;-1;Saída;16,5;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;ALHO PORÓ;kg;Saída;-0,045;-0,05;Saída;-0,095;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Insumo;PIMENTA BIQUINHO;kg;Saída;-0,029;-0,01;Saída;-0,039;Eduarda;12/10/2023 18:24;Venda de PIZZA ALHO PORÓ GIGANTE do pedido 59
Produto;GUARANÁ MANT. 2L;UN;Saída;1;-1;Saída;0;Eduarda;12/10/2023 18:24;Venda de GUARANÁ MANT. 2L do pedido 59
Insumo;MUSSARELA;kg;Saída;7,336;-0,11;Saída;7,226;Eduarda;08/10/2023 21:22;Venda de PIZZA CALABRESA  BROTINHO do pedido 58
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,908;-0,06;Saída;1,848;Eduarda;08/10/2023 21:22;Venda de PIZZA CALABRESA  BROTINHO do pedido 58
Insumo;ORÉGANO;kg;Saída;0,0275;-0,001;Saída;0,0265;Eduarda;08/10/2023 21:22;Venda de PIZZA CALABRESA  BROTINHO do pedido 58
Insumo;MOLHO TOMATE;kg;Saída;-3,58;-0,02;Saída;-3,6;Eduarda;08/10/2023 21:22;Venda de PIZZA CALABRESA  BROTINHO do pedido 58
Insumo;MASSA PIZZA;kg;Saída;-20,17;-0,17;Saída;-20,34;Eduarda;08/10/2023 21:22;Venda de PIZZA CALABRESA  BROTINHO do pedido 58
Insumo;MUSSARELA;kg;Saída;7,446;-0,11;Saída;7,336;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;GORGONZOLA;kg;Saída;0,003;-0,002;Saída;0,001;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;ORÉGANO;kg;Saída;0,0285;-0,001;Saída;0,0275;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;MOLHO TOMATE;kg;Saída;-3,56;-0,02;Saída;-3,58;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;MASSA PIZZA;kg;Saída;-20;-0,17;Saída;-20,17;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;MISTURA 4 QUEIJOS;kg;Saída;-0,63;-0,025;Saída;-0,655;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;SACO BOBINA;UN;Saída;-52;-1;Saída;-53;Eduarda;08/10/2023 21:22;Venda de PIZZA 4 QUEIJOS  BROTINHO do pedido 58
Insumo;MUSSARELA;kg;Saída;7,626;-0,18;Saída;7,446;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;GORGONZOLA;kg;Saída;0,013;-0,01;Saída;0,003;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;ORÉGANO;kg;Saída;0,0295;-0,001;Saída;0,0285;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;MOLHO TOMATE;kg;Saída;-3,52;-0,04;Saída;-3,56;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;MASSA PIZZA;kg;Saída;-19,74;-0,26;Saída;-20;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;MISTURA 4 QUEIJOS;kg;Saída;-0,57;-0,06;Saída;-0,63;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;SACO BOBINA;UN;Saída;-51;-1;Saída;-52;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Insumo;CAIXA GRANDE;UN;Saída;28,5;-1;Saída;27,5;Eduarda;08/10/2023 20:53;Venda de PIZZA 4 QUEIJOS  GRANDE do pedido 57
Produto;GUARANÁ MANT. 2L;UN;Saída;3;-2;Saída;1;Eduarda;08/10/2023 20:34;Venda de GUARANÁ MANT. 2L do pedido 52
Produto;AGUA DE COCO;UN;Saída;-2;-1;Saída;-3;Eduarda;08/10/2023 20:13;Venda de AGUA DE COCO do pedido 56
Produto;COCA-COLA ZERO 2L;UN;Saída;-2;-1;Saída;-3;Eduarda;08/10/2023 20:13;Venda de COCA-COLA ZERO 2L do pedido 56
Insumo;MUSSARELA;kg;Saída;7,716;-0,09;Saída;7,626;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;REQUEIJÃO CREMOSO;kg;Saída;3,661;-0,01;Saída;3,651;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;BACON;kg;Saída;3,58;-0,02;Saída;3,56;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;ORÉGANO;kg;Saída;0,03;-0,0005;Saída;0,0295;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;MOLHO TOMATE;kg;Saída;-3,5;-0,02;Saída;-3,52;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;MASSA PIZZA;kg;Saída;-19,61;-0,13;Saída;-19,74;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;SACO BOBINA;UN;Saída;-50,5;-0,5;Saída;-51;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;CAIXA GRANDE;UN;Saída;29;-0,5;Saída;28,5;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;OVO;UN;Saída;-23;-1;Saída;-24;Eduarda;08/10/2023 20:13;Venda de 1/2 BACON C/ OVOS do pedido 56
Insumo;MUSSARELA;kg;Saída;7,806;-0,09;Saída;7,716;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;AZEITONA PRETA;kg;Saída;0,175;-0,005;Saída;0,17;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;PRESUNTO;kg;Saída;0,03;-0,015;Saída;0,015;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;LINGUIÇA CALABRESA;kg;Saída;1,928;-0,02;Saída;1,908;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;CEBOLA ROXA;kg;Saída;0,196;-0,0025;Saída;0,1935;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;ORÉGANO;kg;Saída;0,0305;-0,0005;Saída;0,03;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;CEBOLA;kg;Saída;1,217;-0,005;Saída;1,212;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;PIMENTÃO;kg;Saída;0,237;-0,005;Saída;0,232;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;MOLHO TOMATE;kg;Saída;-3,48;-0,02;Saída;-3,5;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;MASSA PIZZA;kg;Saída;-19,48;-0,13;Saída;-19,61;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
Insumo;SACO BOBINA;UN;Saída;-50;-0,5;Saída;-50,5;Eduarda;08/10/2023 20:13;Venda de 1/2 PORTUGUESA do pedido 56
